Total tasks exported: 267
ategory,scene_name,object_name,task_name,video_url,src,poster
Eval Rollout,Untie shoelaces or gifts,Gift / Untie,Office,Gift,Untie,https://dreamzero0.github.io/evals_gallery/videos/ASYNCUNSEEN_003_small.mp4,videos/ASYNCUNSEEN_003_small.mp4,videos/ASYNCUNSEEN_003_small.jpg
Eval Rollout,Pick up the remote from between the cushions,Other / Pick,Home,Other,Pick,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_007_small.mp4,videos/NEWDATAVIZ_007_small.mp4,videos/NEWDATAVIZ_007_small.jpg
Eval Rollout,Vaccuum the couch,Cleaning Tool / Clean,Home,Cleaning Tool,Unknown,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_008_small.mp4,videos/NEWDATAVIZ_008_small.mp4,videos/NEWDATAVIZ_008_small.jpg
Eval Rollout,Fold towel in bathroom with right arm,Towel / Fold,Bathroom,Towel,Unknown,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_009_small.mp4,videos/NEWDATAVIZ_009_small.mp4,videos/NEWDATAVIZ_009_small.jpg
Eval Rollout,Use right arm to wipe water on counter with towel,Towel / Wipe,Bathroom,Towel,Wipe,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_010_small.mp4,videos/NEWDATAVIZ_010_small.mp4,videos/NEWDATAVIZ_010_small.jpg
Eval Rollout,Grab the brush with right arm and use it to scrub sink,Cleaning Tool / Clean,Bathroom,Cleaning Tool,Unknown,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_011_small.mp4,videos/NEWDATAVIZ_011_small.mp4,videos/NEWDATAVIZ_011_small.jpg
Eval Rollout,Pull paper towel out of dispenser with right arm,Towel / Pull,Bathroom,Towel,Pull,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_012_small.mp4,videos/NEWDATAVIZ_012_small.mp4,videos/NEWDATAVIZ_012_small.jpg
Eval Rollout,Pick up drum stick and hit cymbal,Other / Other,Home,Other,Other,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_013_small.mp4,videos/NEWDATAVIZ_013_small.mp4,videos/NEWDATAVIZ_013_small.jpg
Eval Rollout,Push the button,Other / Push,Outdoor,Other,Push,https://dreamzero0.github.io/evals_gallery/videos/NEWDATAVIZ_014_small.mp4,videos/NEWDATAVIZ_014_small.mp4,videos/NEWDATAVIZ_014_small.jpg
Training Data (AgiBot),Picks up and wipe the book,Stationery / Wipe,Office,Stationery,Wipe,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_001_small.mp4,videos/DATAVIZ_TRAINING_001_small.mp4,videos/DATAVIZ_TRAINING_001_small.jpg
Training Data (AgiBot),Brush sauce onto bread,Kitchenware / Brush,Kitchen,Kitchenware,Close,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_002_small.mp4,videos/DATAVIZ_TRAINING_002_small.mp4,videos/DATAVIZ_TRAINING_002_small.jpg
Training Data (AgiBot),Pump air into inflatable with hand pump,Other / Other,Unknown,Other,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_003_small.mp4,videos/DATAVIZ_TRAINING_003_small.mp4,videos/DATAVIZ_TRAINING_003_small.jpg
Training Data (AgiBot),Pick up sponge and wipe shoe,Cleaning Tool / Wipe,Bathroom,Cleaning Tool,Wipe,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_004_small.mp4,videos/DATAVIZ_TRAINING_004_small.mp4,videos/DATAVIZ_TRAINING_004_small.jpg
Training Data (AgiBot),Scrub toilet with toilet brush,Cleaning Tool / Other,Bathroom,Cleaning Tool,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_005_small.mp4,videos/DATAVIZ_TRAINING_005_small.mp4,videos/DATAVIZ_TRAINING_005_small.jpg
Training Data (AgiBot),Pick up brush and brush sink,Cleaning Tool / Other,Bathroom,Cleaning Tool,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_006_small.mp4,videos/DATAVIZ_TRAINING_006_small.mp4,videos/DATAVIZ_TRAINING_006_small.jpg
Training Data (AgiBot),Pick up takeout container and place on table,Kitchenware / Place,Kitchen,Kitchenware,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_007_small.mp4,videos/DATAVIZ_TRAINING_007_small.mp4,videos/DATAVIZ_TRAINING_007_small.jpg
Training Data (AgiBot),Wipe table with cleaning cloth,Towel / Wipe,Office,Towel,Wipe,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_008_small.mp4,videos/DATAVIZ_TRAINING_008_small.mp4,videos/DATAVIZ_TRAINING_008_small.jpg
Training Data (AgiBot),"Pass spatula to left arm, readjust grip, and stir fry ",Kitchenware / Other,Kitchen,Kitchenware,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_009_small.mp4,videos/DATAVIZ_TRAINING_009_small.mp4,videos/DATAVIZ_TRAINING_009_small.jpg
Training Data (AgiBot),Pick up plate from sink and wipe the dishes,Kitchenware / Wipe,Kitchen,Kitchenware,Wipe,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_010_small.mp4,videos/DATAVIZ_TRAINING_010_small.mp4,videos/DATAVIZ_TRAINING_010_small.jpg
Training Data (AgiBot),Dry paint with hair dryer,Other / Other,Office,Other,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_011_small.mp4,videos/DATAVIZ_TRAINING_011_small.mp4,videos/DATAVIZ_TRAINING_011_small.jpg
Training Data (AgiBot),Take snack and place into shopping basket,Other / Place,Store,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_012_small.mp4,videos/DATAVIZ_TRAINING_012_small.mp4,videos/DATAVIZ_TRAINING_012_small.jpg
Training Data (AgiBot),Pick up instant noodle and place on shelf,Other / Place,Store,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_013_small.mp4,videos/DATAVIZ_TRAINING_013_small.mp4,videos/DATAVIZ_TRAINING_013_small.jpg
Training Data (AgiBot),Sort components into corresponding bins,Other / Place,Office,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_014_small.mp4,videos/DATAVIZ_TRAINING_014_small.mp4,videos/DATAVIZ_TRAINING_014_small.jpg
Training Data (AgiBot),Pick up candy and place into bag,Other / Place,Kitchen,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_015_small.mp4,videos/DATAVIZ_TRAINING_015_small.mp4,videos/DATAVIZ_TRAINING_015_small.jpg
Training Data (AgiBot),Pack toy into bag,Bag / Place,Office,Bag,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_016_small.mp4,videos/DATAVIZ_TRAINING_016_small.mp4,videos/DATAVIZ_TRAINING_016_small.jpg
Training Data (AgiBot),Place cake into microwave and close door,Kitchenware / Close,Kitchen,Kitchenware,Arrange,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_017_small.mp4,videos/DATAVIZ_TRAINING_017_small.mp4,videos/DATAVIZ_TRAINING_017_small.jpg
Training Data (AgiBot),Arrange chairs neatly,Chair / Push,Office,Chair,Push,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_019_small.mp4,videos/DATAVIZ_TRAINING_019_small.mp4,videos/DATAVIZ_TRAINING_019_small.jpg
Training Data (AgiBot),Remove coffee cup from machine and pour coffee into another cup,Kitchenware / Pour,Office,Kitchenware,Pour,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TRAINING_020_small.mp4,videos/DATAVIZ_TRAINING_020_small.mp4,videos/DATAVIZ_TRAINING_020_small.jpg
Training Data (AgiBot),Clean the fruit bin with a brush,Cleaning Tool / Brush,Kitchen,Cleaning Tool,Close,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_000_small.mp4,videos/DATAVIZ_TASK3578_000_small.mp4,videos/DATAVIZ_TASK3578_000_small.jpg
Training Data (AgiBot),Pick up and hang the scarf on the clothes rod,Clothes / Hang,Office,Clothes,Clean,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_001_small.mp4,videos/DATAVIZ_TASK3578_001_small.mp4,videos/DATAVIZ_TASK3578_001_small.jpg
Training Data (AgiBot),Arrange the shoes on the floor,Clothes / Arrange,Office,Clothes,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_003_small.mp4,videos/DATAVIZ_TASK3578_003_small.mp4,videos/DATAVIZ_TASK3578_003_small.jpg
Training Data (AgiBot),Clean the TV cabinet with feather duster,Cleaning Tool / Clean,Home,Cleaning Tool,Unknown,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_007-2_small.mp4,videos/DATAVIZ_TASK3578_007-2_small.mp4,videos/DATAVIZ_TASK3578_007-2_small.jpg
Training Data (AgiBot),Place the tissue into the tissue box,Tissue / Place,Home,Tissue,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_007_small.mp4,videos/DATAVIZ_TASK3578_007_small.mp4,videos/DATAVIZ_TASK3578_007_small.jpg
Training Data (AgiBot),Take out food from the bag and place it on the plate,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_009-2_small.mp4,videos/DATAVIZ_TASK3578_009-2_small.mp4,videos/DATAVIZ_TASK3578_009-2_small.jpg
Training Data (AgiBot),Dump the food from the plate into the trash can,Food / Other,Kitchen,Food,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_009_small.mp4,videos/DATAVIZ_TASK3578_009_small.mp4,videos/DATAVIZ_TASK3578_009_small.jpg
Training Data (AgiBot),Sanitize the countertop with the disinfectant,Cleaning Tool / Clean,Kitchen,Cleaning Tool,Unknown,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_010_small.mp4,videos/DATAVIZ_TASK3578_010_small.mp4,videos/DATAVIZ_TASK3578_010_small.jpg
Training Data (AgiBot),Close the material box,Kitchenware / Arrange,Kitchen,Kitchenware,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_013-2_small.mp4,videos/DATAVIZ_TASK3578_013-2_small.mp4,videos/DATAVIZ_TASK3578_013-2_small.jpg
Training Data (AgiBot),Assemble a sandwich,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_013_small.mp4,videos/DATAVIZ_TASK3578_013_small.mp4,videos/DATAVIZ_TASK3578_013_small.jpg
Training Data (AgiBot),Place food in ziploc bag,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_015-2_small.mp4,videos/DATAVIZ_TASK3578_015-2_small.mp4,videos/DATAVIZ_TASK3578_015-2_small.jpg
Training Data (AgiBot),Place seasoning on the storage shelf ,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_015_small.mp4,videos/DATAVIZ_TASK3578_015_small.mp4,videos/DATAVIZ_TASK3578_015_small.jpg
Training Data (AgiBot),Place the card into the wallet,Other / Place,Office,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_020-2_small.mp4,videos/DATAVIZ_TASK3578_020-2_small.mp4,videos/DATAVIZ_TASK3578_020-2_small.jpg
Training Data (AgiBot),Hang the umbrella onto the coat rack,Umbrella / Hang,Office,Umbrella,Clean,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_020_small.mp4,videos/DATAVIZ_TASK3578_020_small.mp4,videos/DATAVIZ_TASK3578_020_small.jpg
Training Data (AgiBot),Flip over picture frame and place on TV stand,Other / Arrange,Home,Other,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_021_small.mp4,videos/DATAVIZ_TASK3578_021_small.mp4,videos/DATAVIZ_TASK3578_021_small.jpg
Training Data (AgiBot),Pick up plate and place in cabinet,Kitchenware / Place,Kitchen,Kitchenware,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_023_small.mp4,videos/DATAVIZ_TASK3578_023_small.mp4,videos/DATAVIZ_TASK3578_023_small.jpg
Training Data (AgiBot),Pick up fruit from shopping basket and place in plastic bag,Food / Place,Store,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_027_small.mp4,videos/DATAVIZ_TASK3578_027_small.mp4,videos/DATAVIZ_TASK3578_027_small.jpg
Training Data (AgiBot),Place packages on cabinet,Bag / Place,Home,Bag,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_100_small.mp4,videos/DATAVIZ_TASK3578_100_small.mp4,videos/DATAVIZ_TASK3578_100_small.jpg
Training Data (AgiBot),Replace coffee filter bag,Kitchenware / Other,Kitchen,Kitchenware,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_101_small.mp4,videos/DATAVIZ_TASK3578_101_small.mp4,videos/DATAVIZ_TASK3578_101_small.jpg
Training Data (AgiBot),Put food inside the oven,Kitchenware / Place,Kitchen,Kitchenware,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_105_small.mp4,videos/DATAVIZ_TASK3578_105_small.mp4,videos/DATAVIZ_TASK3578_105_small.jpg
Training Data (AgiBot),Place the bottle on the shelf,Food / Place,Store,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_106_small.mp4,videos/DATAVIZ_TASK3578_106_small.mp4,videos/DATAVIZ_TASK3578_106_small.jpg
Training Data (AgiBot),Place lollipop on the candy box,Other / Place,Store,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_107_small.mp4,videos/DATAVIZ_TASK3578_107_small.mp4,videos/DATAVIZ_TASK3578_107_small.jpg
Training Data (AgiBot),Replace the cake with the meat,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_108_small.mp4,videos/DATAVIZ_TASK3578_108_small.mp4,videos/DATAVIZ_TASK3578_108_small.jpg
Training Data (AgiBot),Place the basket next to the shelf,Other / Other,Store,Other,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_110_small.mp4,videos/DATAVIZ_TASK3578_110_small.mp4,videos/DATAVIZ_TASK3578_110_small.jpg
Training Data (AgiBot),Open the rice cooker and place the bowl in,Other / Open,Kitchen,Other,Open,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_112_small.mp4,videos/DATAVIZ_TASK3578_112_small.mp4,videos/DATAVIZ_TASK3578_112_small.jpg
Training Data (AgiBot),Pick up the mineral water from the basket,Other / Pick,Store,Other,Pick,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_113_small.mp4,videos/DATAVIZ_TASK3578_113_small.mp4,videos/DATAVIZ_TASK3578_113_small.jpg
Training Data (AgiBot),Put freezer food into bag,Food / Place,Store,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_115_small.mp4,videos/DATAVIZ_TASK3578_115_small.mp4,videos/DATAVIZ_TASK3578_115_small.jpg
Training Data (AgiBot),Pick up mineral water from basket,Other / Place,Store,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_116_small.mp4,videos/DATAVIZ_TASK3578_116_small.mp4,videos/DATAVIZ_TASK3578_116_small.jpg
Training Data (AgiBot),Put wallet into purse,Other / Place,Home,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_118_small.mp4,videos/DATAVIZ_TASK3578_118_small.mp4,videos/DATAVIZ_TASK3578_118_small.jpg
Training Data (AgiBot),Place sandwich on counter,Food / Take,Kitchen,Food,Take,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_120_small.mp4,videos/DATAVIZ_TASK3578_120_small.mp4,videos/DATAVIZ_TASK3578_120_small.jpg
Training Data (AgiBot),Pick up glasses and place into pocket,Other / Pick,Home,Other,Pick,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_122_small.mp4,videos/DATAVIZ_TASK3578_122_small.mp4,videos/DATAVIZ_TASK3578_122_small.jpg
Training Data (AgiBot),Put sandwich into microwave,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_123_small.mp4,videos/DATAVIZ_TASK3578_123_small.mp4,videos/DATAVIZ_TASK3578_123_small.jpg
Training Data (AgiBot),Open fridge and take plate,Switch / Arrange,Kitchen,Switch,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_125_small.mp4,videos/DATAVIZ_TASK3578_125_small.mp4,videos/DATAVIZ_TASK3578_125_small.jpg
Training Data (AgiBot),Put keys into bag,Other / Place,Home,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_126_small.mp4,videos/DATAVIZ_TASK3578_126_small.mp4,videos/DATAVIZ_TASK3578_126_small.jpg
Training Data (AgiBot),Pick up potted plant from TV stand,Other / Pick,Home,Other,Pick,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_127_small.mp4,videos/DATAVIZ_TASK3578_127_small.mp4,videos/DATAVIZ_TASK3578_127_small.jpg
Training Data (AgiBot),Place candy jar on the bottom shelf,Switch / Arrange,Store,Switch,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_128_small.mp4,videos/DATAVIZ_TASK3578_128_small.mp4,videos/DATAVIZ_TASK3578_128_small.jpg
Training Data (AgiBot),Put cake in ziploc,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_129_small.mp4,videos/DATAVIZ_TASK3578_129_small.mp4,videos/DATAVIZ_TASK3578_129_small.jpg
Training Data (AgiBot),Pick up napkin and place on TV stand,Tissue / Place,Home,Tissue,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_130_small.mp4,videos/DATAVIZ_TASK3578_130_small.mp4,videos/DATAVIZ_TASK3578_130_small.jpg
Training Data (AgiBot),Hang up umbrella,Umbrella / Hang,Home,Umbrella,Clean,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_131_small.mp4,videos/DATAVIZ_TASK3578_131_small.mp4,videos/DATAVIZ_TASK3578_131_small.jpg
Training Data (AgiBot),Place napkin into box,Tissue / Place,Home,Tissue,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_133_small.mp4,videos/DATAVIZ_TASK3578_133_small.mp4,videos/DATAVIZ_TASK3578_133_small.jpg
Training Data (AgiBot),Place umbrella on stand,Umbrella / Place,Store,Umbrella,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_136-2_small.mp4,videos/DATAVIZ_TASK3578_136-2_small.mp4,videos/DATAVIZ_TASK3578_136-2_small.jpg
Training Data (AgiBot),Scan the barcode and place snacks into bag,Bag / Other,Store,Bag,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_138-2_small.mp4,videos/DATAVIZ_TASK3578_138-2_small.mp4,videos/DATAVIZ_TASK3578_138-2_small.jpg
Training Data (AgiBot),Pick up the fallen photo frame,Other / Pick,Home,Other,Pick,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_140-2_small.mp4,videos/DATAVIZ_TASK3578_140-2_small.mp4,videos/DATAVIZ_TASK3578_140-2_small.jpg
Training Data (AgiBot),Put lollipop on the stand,Food / Place,Store,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_150_small.mp4,videos/DATAVIZ_TASK3578_150_small.mp4,videos/DATAVIZ_TASK3578_150_small.jpg
Training Data (AgiBot),Put the notebook in the backpack,Other / Place,Home,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_158_small.mp4,videos/DATAVIZ_TASK3578_158_small.mp4,videos/DATAVIZ_TASK3578_158_small.jpg
Training Data (AgiBot),Hang the keys on the hook,Other / Hang,Home,Other,Clean,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_163_small.mp4,videos/DATAVIZ_TASK3578_163_small.mp4,videos/DATAVIZ_TASK3578_163_small.jpg
Training Data (AgiBot),Place orange from counter in to the ziploc,Food / Place,Kitchen,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_168_small.mp4,videos/DATAVIZ_TASK3578_168_small.mp4,videos/DATAVIZ_TASK3578_168_small.jpg
Training Data (AgiBot),Hang the hat onto the clothes rod,Clothes / Hang,Home,Clothes,Clean,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_186_small.mp4,videos/DATAVIZ_TASK3578_186_small.mp4,videos/DATAVIZ_TASK3578_186_small.jpg
Training Data (AgiBot),Clip the snack shut,Other / Other,Home,Other,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_213_small.mp4,videos/DATAVIZ_TASK3578_213_small.mp4,videos/DATAVIZ_TASK3578_213_small.jpg
Training Data (AgiBot),Put tissues into box,Tissue / Place,Home,Tissue,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_221_small.mp4,videos/DATAVIZ_TASK3578_221_small.mp4,videos/DATAVIZ_TASK3578_221_small.jpg
Training Data (AgiBot),Dump trail mix into trash,Food / Other,Kitchen,Food,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_224_small.mp4,videos/DATAVIZ_TASK3578_224_small.mp4,videos/DATAVIZ_TASK3578_224_small.jpg
Training Data (AgiBot),Sweep trash into dust pan and throw it away,Cleaning Tool / Brush,Home,Cleaning Tool,Close,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_226_small.mp4,videos/DATAVIZ_TASK3578_226_small.mp4,videos/DATAVIZ_TASK3578_226_small.jpg
Training Data (AgiBot),Stack cup on other cup,Kitchenware / Stack,Kitchen,Kitchenware,Stack,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_230_small.mp4,videos/DATAVIZ_TASK3578_230_small.mp4,videos/DATAVIZ_TASK3578_230_small.jpg
Training Data (AgiBot),Close the lid,Other / Close,Home,Other,Arrange,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_247_small.mp4,videos/DATAVIZ_TASK3578_247_small.mp4,videos/DATAVIZ_TASK3578_247_small.jpg
Training Data (AgiBot),Arrange the slippers,Other / Arrange,Home,Other,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_259_small.mp4,videos/DATAVIZ_TASK3578_259_small.mp4,videos/DATAVIZ_TASK3578_259_small.jpg
Training Data (AgiBot),Take food out of microwave,Food / Take,Kitchen,Food,Take,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_263_small.mp4,videos/DATAVIZ_TASK3578_263_small.mp4,videos/DATAVIZ_TASK3578_263_small.jpg
Training Data (AgiBot),Arrange the drinks on the shelf,Food / Arrange,Store,Food,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_280_small.mp4,videos/DATAVIZ_TASK3578_280_small.mp4,videos/DATAVIZ_TASK3578_280_small.jpg
Training Data (AgiBot),Clean the juicer with brush,Cleaning Tool / Clean,Kitchen,Cleaning Tool,Unknown,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_284_small.mp4,videos/DATAVIZ_TASK3578_284_small.mp4,videos/DATAVIZ_TASK3578_284_small.jpg
Training Data (AgiBot),Wipe the stain with the cloth,Towel / Wipe,Kitchen,Towel,Wipe,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_294_small.mp4,videos/DATAVIZ_TASK3578_294_small.mp4,videos/DATAVIZ_TASK3578_294_small.jpg
Training Data (AgiBot),Stack the plates in the sink,Kitchenware / Stack,Kitchen,Kitchenware,Stack,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_309_small.mp4,videos/DATAVIZ_TASK3578_309_small.mp4,videos/DATAVIZ_TASK3578_309_small.jpg
Training Data (AgiBot),Hang the shirt on the rack,Clothes / Hang,Home,Clothes,Clean,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_310_small.mp4,videos/DATAVIZ_TASK3578_310_small.mp4,videos/DATAVIZ_TASK3578_310_small.jpg
Training Data (AgiBot),Spread jam onto the bread,Food / Other,Home,Food,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_315_small.mp4,videos/DATAVIZ_TASK3578_315_small.mp4,videos/DATAVIZ_TASK3578_315_small.jpg
Training Data (AgiBot),Make a sandwich,Food / Place,Home,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_317_small.mp4,videos/DATAVIZ_TASK3578_317_small.mp4,videos/DATAVIZ_TASK3578_317_small.jpg
Training Data (AgiBot),Turn off the lamp,Other / Push,Home,Other,Push,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_318_small.mp4,videos/DATAVIZ_TASK3578_318_small.mp4,videos/DATAVIZ_TASK3578_318_small.jpg
Training Data (AgiBot),Arrange the food in the freezer,Food / Arrange,Store,Food,Brush,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_319_small.mp4,videos/DATAVIZ_TASK3578_319_small.mp4,videos/DATAVIZ_TASK3578_319_small.jpg
Training Data (AgiBot),Put trash into the bin,Trash / Place,Bathroom,Trash,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_321_small.mp4,videos/DATAVIZ_TASK3578_321_small.mp4,videos/DATAVIZ_TASK3578_321_small.jpg
Training Data (AgiBot),Place glasses into the glasses case,Other / Place,Home,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_322_small.mp4,videos/DATAVIZ_TASK3578_322_small.mp4,videos/DATAVIZ_TASK3578_322_small.jpg
Training Data (AgiBot),Sterilize the freezer with the disinfectant,Cleaning Supplies / Other,Store,Unknown,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_323_small.mp4,videos/DATAVIZ_TASK3578_323_small.mp4,videos/DATAVIZ_TASK3578_323_small.jpg
Training Data (AgiBot),Scoop the oatmeal into the bowl,Food / Other,Home,Food,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_324_small.mp4,videos/DATAVIZ_TASK3578_324_small.mp4,videos/DATAVIZ_TASK3578_324_small.jpg
Training Data (AgiBot),Place the plate into the dishwasher,Kitchenware / Place,Kitchen,Kitchenware,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_325_small.mp4,videos/DATAVIZ_TASK3578_325_small.mp4,videos/DATAVIZ_TASK3578_325_small.jpg
Training Data (AgiBot),Take food from freezer and place in bag,Food / Place,Store,Food,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_326_small.mp4,videos/DATAVIZ_TASK3578_326_small.mp4,videos/DATAVIZ_TASK3578_326_small.jpg
Training Data (AgiBot),Open the bottle with bottle opener,Kitchenware / Other,Home,Kitchenware,Other,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_327_small.mp4,videos/DATAVIZ_TASK3578_327_small.mp4,videos/DATAVIZ_TASK3578_327_small.jpg
